sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Blizzard III,Blizzard IV,Despair,Fire III,Fire IV,Flare Star,High Thunder,Paradox,Thunder (dot),Xenoglossy
220594,229500,Thunder (dot),10027.0,0,257358,266322,659477,394081,4315408,1097078,182068,958632,732427,851054
228764,229924,Fire IV,79898.0,0,257358,266322,659477,394081,4395306,1097078,182068,958632,732427,851054
231414,231946,Auto,0.0,0,257358,266322,659477,394081,4395306,1097078,182068,958632,732427,851054
230914,232074,Fire IV,79898.0,0,257358,266322,659477,394081,4475204,1097078,182068,958632,732427,851054
220594,232500,Thunder (dot),10027.0,0,257358,266322,659477,394081,4475204,1097078,182068,958632,742454,851054
231844,232514,Paradox,79886.0,0,257358,266322,659477,394081,4475204,1097078,182068,1038518,742454,851054
233994,234614,Xenoglossy,131676.0,0,257358,266322,659477,394081,4475204,1097078,182068,1038518,742454,982730
234694,235226,Auto,0.0,0,257358,266322,659477,394081,4475204,1097078,182068,1038518,742454,982730
220594,235500,Thunder (dot),10027.0,0,257358,266322,659477,394081,4475204,1097078,182068,1038518,752481,982730
236144,236634,Despair,93213.0,0,257358,266322,752690,394081,4475204,1097078,182068,1038518,752481,982730
220594,238500,Thunder (dot),10027.0,0,257358,266322,752690,394081,4475204,1097078,182068,1038518,762508,982730
237974,238506,Auto,0.0,0,257358,266322,752690,394081,4475204,1097078,182068,1038518,762508,982730
239514,240134,Flare Star,133166.0,0,257358,266322,752690,394081,4475204,1230244,182068,1038518,762508,982730
220594,241500,Thunder (dot),10027.0,0,257358,266322,752690,394081,4475204,1230244,182068,1038518,772535,982730
242164,242696,Auto,0.0,0,257358,266322,752690,394081,4475204,1230244,182068,1038518,772535,982730
241664,242824,Fire IV,79898.0,0,257358,266322,752690,394081,4555102,1230244,182068,1038518,772535,982730
242594,243264,Paradox,79886.0,0,257358,266322,752690,394081,4555102,1230244,182068,1118404,772535,982730
220594,244500,Thunder (dot),10027.0,0,257358,266322,752690,394081,4555102,1230244,182068,1118404,782562,982730
246254,246786,Auto,0.0,0,257358,266322,752690,394081,4555102,1230244,182068,1118404,782562,982730
245754,246914,Fire IV,79898.0,0,257358,266322,752690,394081,4635000,1230244,182068,1118404,782562,982730
220594,247500,Thunder (dot),10027.0,0,257358,266322,752690,394081,4635000,1230244,182068,1118404,792589,982730
247944,248704,High Thunder,23855.0,0,257358,266322,752690,394081,4635000,1230244,205923,1118404,792589,982730
249914,250446,Auto,0.0,0,257358,266322,752690,394081,4635000,1230244,205923,1118404,792589,982730
247944,250500,Thunder (dot),10778.0,0,257358,266322,752690,394081,4635000,1230244,205923,1118404,803367,982730
249414,250574,Fire IV,85886.0,0,257358,266322,752690,394081,4720886,1230244,205923,1118404,803367,982730
251244,252404,Fire IV,85886.0,0,257358,266322,752690,394081,4806772,1230244,205923,1118404,803367,982730
